% This ascii data file is the output of Matlab function 'SNIaDataProducer.m' in folder '3_SNIa_Results', and contains SNe redshifts (Column #1), distance moduli according to the best-fit Timesphere model (Column #2), and distance moduli errors (Column #3). The file is an analog of 'SCPUnion2.1_mu_vs_z.txt' (available for download on the Union2.1 Supernova Cosmology Project website: http://supernova.lbl.gov/Union/; see under title 'Union2.1 Compilation Magnitude vs. Redshift Table (for your own cosmology fitter)') in which the distance moduli are calculated for the best-fit LCDM cosmological model.
%
% Credits: 
% Peter Raffai, Gergely Dalya, Alexandra Karsai; Institute of Physics, 
% Eotvos Lorand University, H-1117 Budapest, Pazmany P. s. 1/A.
% All rights reserved. (2021)
% Contact: peter.raffai@ttk.elte.hu
% 
%	z			mu			sigma_mu
   1.4999999999999999e-02	   3.4323116171453471e+01	   1.7609893121508058e-01	
   1.4999999999999999e-02	   3.4544716171453473e+01	   2.3140970419120682e-01	
   1.4999999999999999e-02	   3.4299086171453474e+01	   2.2190513916175625e-01	
   1.5027042763000001e-02	   3.4123346171453477e+01	   2.2623356182813673e-01	
   1.5100000000000001e-02	   3.4707966171453478e+01	   2.2081767485805745e-01	
   1.5166000000000001e-02	   3.4283366746136501e+01	   2.3790300517765225e-01	
   1.5200000000000000e-02	   3.4183496171453470e+01	   2.2899430285140082e-01	
   1.5200000000000000e-02	   3.4417336171453471e+01	   3.2888309155191220e-01	
   1.5299999999999999e-02	   3.4906486171453473e+01	   2.2383464212758913e-01	
   1.5436300000000000e-02	   3.4105636171453476e+01	   2.1467472165613002e-01	
   1.6000000000000000e-02	   3.4332142561106423e+01	   2.5850424045044756e-01	
   1.6000000000000000e-02	   3.4010089999999998e+01	   2.2018625041693934e-01	
   1.6299999999999999e-02	   3.4644656171453477e+01	   2.3602267398845445e-01	
   1.6320999999999999e-02	   3.4200076171453475e+01	   2.2433026806487569e-01	
   1.6345641000000001e-02	   3.4208596171453472e+01	   2.1469826051930088e-01	
   1.6449999999999999e-02	   3.4351536171453475e+01	   2.5257870289016027e-01	
   1.6559000000000001e-02	   3.4509783595694159e+01	   2.4974809034637105e-01	
   1.6729999999999998e-02	   3.4407986171453473e+01	   2.4640147140726282e-01	
   1.6743000000000001e-02	   3.4172036171453470e+01	   2.5103927607096982e-01	
   1.6990999999999999e-02	   3.4549456171453471e+01	   3.5544690855095212e-01	
   1.7173000000000001e-02	   3.4414136171453478e+01	   2.4895593469744368e-01	
   1.7226999999999999e-02	   3.4824286171453473e+01	   2.1278809046507180e-01	
   1.7299999999999999e-02	   3.4422336171453473e+01	   2.6024629503280422e-01	
   1.7299999999999999e-02	   3.4377296171453473e+01	   2.2617898756815319e-01	
   1.7604999999999999e-02	   3.4521106171453475e+01	   2.7405643254806539e-01	
   1.7931283363000001e-02	   3.4504306171453472e+01	   2.0082320148509689e-01	
   1.8315232035999999e-02	   3.4599036171453477e+01	   2.3001120998275104e-01	
   1.8700000000000001e-02	   3.5230355637536505e+01	   2.0125124559981084e-01	
   1.8900000000000000e-02	   3.4527871630182922e+01	   2.3854297007174552e-01	
   1.9199999999999998e-02	   3.4925829999848688e+01	   2.0772025243768766e-01	
   1.9199999999999998e-02	   3.4681232283303778e+01	   2.2030431200050252e-01	
   1.9264000000000000e-02	   3.5140176171453476e+01	   2.4754430092754134e-01	
   1.9500000000000000e-02	   3.4929056171453475e+01	   2.0840175804132027e-01	
   1.9598999999999998e-02	   3.4726826171453475e+01	   1.8995784996502119e-01	
   2.0374724529999999e-02	   3.4840450654015804e+01	   1.9580836181010899e-01	
   2.0500000000000001e-02	   3.4784636171453471e+01	   1.9671479324563557e-01	
   2.0799999999999999e-02	   3.4950226171453473e+01	   2.1985168769314264e-01	
   2.0899999999999998e-02	   3.4877486171453469e+01	   2.1622818838696564e-01	
   2.1100000000000001e-02	   3.4824026171453475e+01	   1.8761378630356201e-01	
   2.1200000000000000e-02	   3.5001856171453475e+01	   2.0447523759313255e-01	
   2.1499999999999998e-02	   3.5113929997876326e+01	   1.8823277760086335e-01	
   2.1793000000000000e-02	   3.5137196171453475e+01	   2.3269157417780589e-01	
   2.1899999999999999e-02	   3.5029969931069047e+01	   1.9621978782433278e-01	
