% This ascii data file is the output of Matlab function 'QSODataProducer.m' in folder '2_QSO_Results', and contains QSO redshifts (Column #1), distance moduli according to the best-fit Timesphere model (Column #2), and distance moduli errors (Column #3).
%
% Credits: 
% Peter Raffai, Gergely Dalya, Alexandra Karsai; Institute of Physics, 
% Eotvos Lorand University, H-1117 Budapest, Pazmany P. s. 1/A.
% All rights reserved. (2021)
% Contact: peter.raffai@ttk.elte.hu
% 
%	z			mu			sigma_mu
   8.9999999999999993e-03	   2.9242577645051206e+01	   2.3155599064439361e-01	
   1.6299999999999999e-02	   3.5296686860068256e+01	   2.4989437313298773e-01	
   3.2700000000000000e-02	   3.4761131399317414e+01	   2.4312676993692375e-01	
   3.2899999999999999e-02	   3.3359351535836161e+01	   2.4052460637570239e-01	
   3.4400000000000000e-02	   3.5064598122866862e+01	   2.4454316811911170e-01	
   3.6400000000000002e-02	   3.7728696245733794e+01	   2.5347846418660319e-01	
   3.7100000000000001e-02	   3.4138912116040920e+01	   2.4367065756460413e-01	
   4.6899999999999997e-02	   3.3779868600682569e+01	   2.6441843030033724e-01	
   4.7000000000000000e-02	   3.7311307167235505e+01	   2.5163180674551766e-01	
   5.7299999999999997e-02	   3.7390509385665517e+01	   2.4429781120433658e-01	
   7.0800000000000002e-02	   3.7932690273037515e+01	   2.4565062117683384e-01	
   8.5800000000000001e-02	   3.6675112627986358e+01	   2.4511999369487372e-01	
   8.6599999999999996e-02	   3.7732289249146739e+01	   2.4705993805792287e-01	
   1.3100000000000001e-01	   3.6417758532423186e+01	   2.8057091420436731e-01	
   1.5450000000000000e-01	   4.0053901023890809e+01	   2.3691181636336209e-01	
   1.6280000000000000e-01	   3.8111162116040965e+01	   2.3590063992235516e-01	
   1.6500000000000001e-01	   3.9714448805460755e+01	   2.5935331302546333e-01	
   1.6500000000000001e-01	   3.4427114334470978e+01	   2.9115575157369022e-01	
   1.6710000000000000e-01	   3.9108323378839593e+01	   2.3518099233760381e-01	
   1.7599999999999999e-01	   4.0175620307167229e+01	   2.4428094258367783e-01	
   1.7849999999999999e-01	   4.0678117747440275e+01	   3.7857673617596638e-01	
   1.8640000000000001e-01	   3.5920468430034113e+01	   2.4443390788087516e-01	
   1.9480000000000000e-01	   3.9510336177474407e+01	   2.4553464548168219e-01	
   2.0319999999999999e-01	   3.8860801194539256e+01	   2.5272579267642897e-01	
   2.0569999999999999e-01	   3.8940646757679168e+01	   2.4036398523865171e-01	
   2.0899999999999999e-01	   4.0801552047781549e+01	   2.4465043541930181e-01	
   2.1470000000000000e-01	   4.3658498293515358e+01	   3.6587940099789390e-01	
   2.2070000000000001e-01	   3.8634922354948792e+01	   2.3146859798829394e-01	
   2.2620000000000001e-01	   4.0291005119453921e+01	   2.5209818908815540e-01	
   2.2910000000000000e-01	   3.7763150170648451e+01	   2.4878212004417671e-01	
   2.3000000000000001e-01	   3.8197606655290123e+01	   2.9251124757042929e-01	
   2.3130000000000001e-01	   4.3103455631399306e+01	   3.9757028102455311e-01	
   2.3590000000000000e-01	   3.9314226962457305e+01	   2.4233044352591662e-01	
   2.3799999999999999e-01	   4.1101267918088745e+01	   3.3507099416375818e-01	
   2.4270000000000000e-01	   4.3173986348122845e+01	   2.8382465968410270e-01	
   2.4349999999999999e-01	   4.0780241467576751e+01	   3.2341100308876614e-01	
   2.4360000000000001e-01	   3.9342523890784939e+01	   3.0682424049760970e-01	
   2.4520000000000000e-01	   4.4924107508532437e+01	   5.0196588885648030e-01	
   2.4890000000000001e-01	   4.1129165529010244e+01	   2.9138194557770680e-01	
   2.5250000000000000e-01	   3.8902892491467576e+01	   2.6215279623519494e-01	
